review_score,review_comment_message
2,Depois de mais de 25 dias constatei pelo site que a entrega do produto estava cancelado sem nenhuma explicação do motivo até porque o produto já estava pago. E tive dificuldade para saber o acontecido
2,"Fone de ouvido aparenta ter controles de volume e avanco/retrocesso de faixa, mas não funcionam. Como comprei 2 fones sei que não é defeito mas produto feito para enganar. Som baixo"
1,O produto é falsificado.
5,Perfeito 
1,Vendedor até agora não mando meu pedido 
5,Entrega no prazo e meu filho ficou satisfeito!!!
5,Adesivo veio antes do prazo e veio de acordo com a foto! #recomendo
5,"agradeço pelo serviço prestado,o produto chegou antes do previsto.parabéns"
5,Recomendo a loja 
4,O produto foi entregue no prazo. Estou satisfeito com a entrega. 
5,tudo ocorreu com prometido e esperado. recomendo com empenho.
1,"comprei um aparelho para voltagem 220(sta Catarina), enviaram 110.Em contato com a Diluka Power disseram que mandariam um transforormadorque foi recebido, mas pinos não combinam,teria comprar um T"
5,Foi um prazer compra nessa loja chegou tudo em perfeito estado obrigado. 
5,Nadadeira top super macia como eu procurava.
3,o produto veio com os frascos dos elementos químicos vazios. Não sei se vazou no armazenamento ou no transporte. 
1,"Quero uma resposta em relação a minha compra,que ainda não recebi "
5,fiz a compra mas quando vi que a data prevista para a entrega seria pra 23 de agosto me desaminei mas nos comentarios as pessoas falavam que chegava rapido e chegou mesmo.ja to pensando na proxima.
5,"COMPREI PELA PRIMEIRA VEZ E TUDO VEIO EM PERFEITA ORDEM E DENTRO DO PRAZO, ATÉ CHEGOU BEM ANTECIPADO APESAR DA GREVE DE CAMINHONEIROS."
5,nota 1000
5,Super recomendo.entrega e produtos ok.
1,"O produto custou R$34 com frete, mas não é bom. É bem ralinho parece água. "
5,Veio bem antes do prazo e exatamente como na foto
4,Tudo dentro do combinado.
5,"O produto veio no prazo, atendeu a todas as minhas expectativas."
1,"BOA TARDE EU NÃO RECEBI O PEDIDO COMPLETO, ENTREGARAM SOMENTE O VARÃO. A CORTINA NÃO FOI ENTREGUE, ESTOU NO AGUARDO DE UMA RESOLUÇÃO ARA ESTE PROBLEMA"
1,Ainda aguardando a entrega do produto 
5,EXCELENTE
1,"tentei fazer o cancelamento da compra e o site não permitiu. Depois consegui, mas o débito no cartão de crédito foi efetivado"
3,"Boa tarde, o correio retornou com o meu produto para o fornecedor. Como faço para que seja enviado novamente?"
5,Muito satisfeito com a compra. 
5,"Produto Entregue no prazo,Loja super prestativa. Recomendo a todos que comprem seus produtos. Preço , prazo ,   confiabilidade acima de tudo..  Obrigado"
5,Entrega antes do prazo produto muito bem conservado. 
5,Otima e chegou em bom estado .. Não substituí a prancha mas ajuda muito no dia a dia .. Como não gosto de pranchar pq acho chato ela me ajudou mt 
5,Muito bom os produtos e otima qualidade
1,demora na entrega (ainda nao chegou fora do prazo)
1,O produto veio com a solda solta ... quando chegou tive que mandar soldar! 
1,na descrição disse que servia no 9560av e não deu certo ate´estraguei meu carro entrou eem modo de segurança me custou 150 reais de mecanica...
1,"Meu pedido era de 2 cortinas, porém recebi apenas 1. Quando receberei a outra?"
1,No site estava dizendo que seria 2 litros porém me foi enviado um frasco de 500 ml
4,"Produto bonito e confortável, porém não durma de unhas grandes nem sem esfoliar os pés, porque é frágil e puxa fio com facilidade. "
3,Nao recebi a capa para travesseiro. So veio a capa para colchao.
4,Bom produto recomendo
5,A lannister EH UMA EXCELENTE LOJA. JÁ FIZ VÁRIOS PEDIDOS PELAS lannister E SEMPRE FUI BEM SUCEDIDO.
5,"Apesar de ter sido estipulado um prazo de entrega bem distante, foi entregue conforme bem antes.  Fiquei satisfeita...."
5,"espero que continuem assim,pretendo fazer outras compras."
3,demorou muito a entrega estava previsto pro dia 30 chegou dia 24 parece ser antes do prazo porém da data da compra demorou 
5,Entrega super atenciosos e entrega antes o previsto. 
1,COMPREI 6 CADEIRAS E SÓ RECEBI 1 E AINDA VEIO NA COR ERRADA! ENTREI EM CONTATO VÁRIAS VEZES E NÃO ME DERAM NENHUMA ATENÇÃO! TOTAL DESCASO COM O CLIENTE.
5,Recomendo!
5,Entrega antes do prazo previsto. Produto correto.
5,Entregou muitíssimo rápido... A previsão para o dia 09 de abril e entregou no dia 29 de março... Fora q fiz o pedido em aproximadamente 05 dias...
1,Muita demora na entrega 
5,Chegou bem antes. Estão de parabéns!!!
1,produto bem inferior n gostei achei péssimo.................
5,É um teclado prático e todo iluminado. Excelente para jogos.
4,"Minha filha tem 2 anos e 86 cm de altura, para o tamanho dela foi legal, se seu filhote ou presenteado for maior, é melhor comprar uma cozinha maior. A Qualidade do material é bom."
1,"Não um telefone onde podemos falar sobre o deu errado, e por email não obtive resposta"
1,"Não recebi o produto até o presente momento, e não obtive nenhum retorno"
5,Sou praticante de patins inline vertical. Sempre fui fã da marca.  O produto é robusto com acabamento excelente e design moderno e Bonito.  Ps: recebi totalmente configurado pronto para o uso.. Obriga
5,"Muito rápido, entregou antes do prazo e tudo certo.  "
5,foi a melhor compra que eu fiz.  o jogo é lindissimo.
5,Excelente
2,As raquetes vieram soltando a borracha da Madeira. Tive que colar com uma cola instantânea. Produto nota 3. 
5,Recebi muitos dias antes da previsão. Recomendo!
5,Entrega super rápida.
4,Recebi os produtos dentro do prazo.  Obrigado!
3,"entrega demorada e pouca informação, se o produto for vendido por outro site darei a preferencia"
5,O produto veio em ótimo estado e antes do prazo informado. Veio mais rápido do que imaginava.  Estão de parabéns.
1,Bom dia  Comprei 2 controles e chegou apenas 1
5,Atendeu às expectativas 
5,otimo 
1,"Perdi tempo pesquisando, e agora vou ter que perder mais tempo para ver como resolver o problema, foi cobrado e não foi entregue a mercadoria conforme pedido."
1,"Foi enviado um produto que não corresponde em absolutamente nada com oque comprei.  Com fortes indícios do engano ser proposital.  Nem mesmo em sites de televendas menos expressivos, ocorreu tal fato."
5,Muito boas as capas. Obrigado.
5,"Produto entregue dentro do prazo, expectativa superada."
5,Produto muito bonito e chegou antes do prazo
5,"Muito bonito e resistente, chegou antes do prazo estipulado e bem embalado... ótimo custo e benefício!!!"
1,"Comprei pra uma criança de seis anos para o Natal e até hoje não chegou, disseram pra esperar até dia 29/12, hoje é 31 , o que comprei junto chegou 2 dias depois da compra, esse produto não, estou ma."
5,Adorei! Muito prática!
5,Entrega chegou antes do prazo.
5,"Produto chegou bem embalado, e atendeu minhas expectativas.  Super recomendo!!  Parabéns Equipe baratheon."
5,"amei as bolsas de bebê,material muito bom,como esperava"
5,"Produto de qualidade, entrega foi realizada antes do prazo e muito bem embalado..."
5,Mercadoria conforme foi pedido. Chegou antes do prazo. Recomendo!
5,Muito bom nao fica froxo onde conecta firme  
2,"O bebê conforto chegou,porém a Base não chegou."
1,Comprei 2 e recebi apenas 1 unidade do produto. Não veio nenhum comunicado ou justificativa. Aguardo regularização da situação.
5,"Muito bom produto, a entrega foi antes do prazo estipulado. Recomendo."
3,Como sugestão deveria constar mais especificação do produto.  Deveria conter juntamente co o produto o manual de instalação.
5,Ótimo produto.  Entrega rápida.   
1, Tive problema com a retirada do produto no correio. Assim o produto voltou a loja e estou aguardando se irão reenviar novamente. 
1,"não esta sendo eficiente, me deram um prazo de entrega e ate agora nada "
5,recebi antes do prazo....produto maravilhoso.
4,"O frete está mais caro que o produto. Foi uma necessidade, contudo não apreciei a terceirização das compras pela lannister."
5,"Amei a mochila, reforçada, material ótimo, e entregue antes da data prevista. "
5,"Chegou antes do combinado, perfeito estado original"
5,Indico pra todos. 
5,EXELENTE FORNECEDOR
1,Fiz o pedido de duas unidades e me entregaram apenas uma 
5,"O produto chegou antes do prazo, em perfeitas condições e totalmente de acordo com a descrição no site. Excelente compra. Fiquei muito satisfeita."
1,"Comprei duas cortinas e recebi apenas uma.  Era pra dar de presente,infelizmente não deu certo."
5,Relógio igual ao do anúncio! Muito lindo e sofisticado. Dei de presente pro meu pai e ele amou. Entrega foi realizada antes do prazo final. Super recomendo.
5,Ótima loja e excelente produto!
5,Produto excelente chegou muito rápido recomendo
5,Produto entregue no prazo e em ordem.
5,"Excelente produto, entrega antes do esperado"
4,"Empresa e produto de alta qualidade, super recomendo."
3,"Demorou um pouco a chagar o produto, mas foi dentro do prazo."
5,"Recomendo , recebi antes do prazo "
3,"Produto conforme descrito, porém o fone de ouvido só funciona um dos lados. "
5,O produto chegou no prazo é muito bom 😉
4,Estou aguardando espero que chegue logo
1,Falta de compromisso de informação da compra pedido em atraso ninguém resolve o problema ou da satisfação do ocorrido 
4,"Bom atendimento, recebi antes do previsto , chegou em perfeitas condições "
5,"Gostei muito, pois foi entregue antes do prazo e a mercadoria correta. Parabéns "
5,Ótimo produto minha filha adorou!
5,Gostei do produto e da agilidade da entrega
1,Por enquanto insatisfeita.
5,Adoro comprar nessa loja 
1,eu recomendaria loja mas o produto não...na foto e mais bonito...e de pecima qualidade...com costuras engrugidas...e tecido muito fino 😕😕
4,"rever o prazo de entrega,"
1,"Os frascos dos comprimidos estão violados, onde deveria o papel de proteção ao redor da boca do frasco estarem colados não estão.  Verifiquem junto ao laboratório que envasou.  Aguardo resposta."
1,Nao recebi
5,muito bom produto
5,"muito bom, recomendo o atendimente a entrega são perfeitos"
4,Entregue rápido.
5,"Entrega super rápida, antes do anunciado!!!"
3,"Não recebi meu produto ainda, pois o mesmo se encontra no correio ainda."
5,Muito satisfeito com o atendimento
5,"O objeto era para minha filha, ela ficou satisfeita."
1,"Comprei internet em outras loja L/A S/A foi permitido receber na própria loja, agora não aceitaram a solicitação. Estou triste sem saber destino do produto pago e não recebido."
2,"Bom dia estou aguardando a minha encomenda não chegou eu já paguei no cartão foi parcelado em 10 vezes, agora guando chegar eu mudo a minha opinião, era pra dar de presente "
5,"Entrega bem antes do prazo previsto, adorei, assim que se faz uma empresa séria."
1,Nao entregaram o produto e nao entraram em contato para resolver o problema ate o momento.
5,Entregue rapidamente 
5,Produto entregue prazo 
5,"A entrega foi muito rápida e veio o produto correto, porém a qualidade das bolsas deixou a desejar um pouco.. Fora isso tudo excelente!"
1,"Não recomendo essa loja à ninguém, pois já fiz o pagamento da primeira parcela e até agora não recebi o produto "
5,Esse Produto foi muito bom!!    
2,Recebi parcialmente.
5,Recomendo.
4,Achei o atendimento da vendedora da lannister.com pelo telefone muito bom. Mas gostaria de sugerir que o produto adquirido com pagamento à vista tenha um desconto em seu preço.
5,"produto de qualidade, recomendo."
5,"Ótimo produto, chegou super rápido em casa e além disso a qualidade do material é boa. Gostei bastante e agora vou usa-la no dia a dia. "
1,"Ainda estou aguardando a entrega do meu produto, mais de trinta dias de espera e nada de chegar."
5,"Gostei muito, ótima qualidade. "
1,"A nf 270 foi emitida com 2 toners, mas só foi entregue 1. Tenho fotos para provar. Não vou avaliar a loja por enquanto, fico no aguardo do outro, pois paguei 2. Faltou informação por parte da loja"
5,Ótimo 
2,"Pagar frete comprando tudo através de um único site é simplesmente horrível. Eu sei que está é outra loja, porém não pretendo voltar a comprar na lannister.com"
5,"Adorei,pena que as contas são muito miudas  "
4,Produto entregue dentro do prazo.
4,"Produtio chegou bem antes do previsto, a garrafa chegou sem nenhum problema aparente agora farei o teste de uso para saber se a garrafa é boa. "
5,Estou adorando o site.
5,Ok chegou bem e dentro do prazo
5,Pruduto de ótima qualidade . Foi entregue dentro prazo
4,Comprei um cartucho 60xl preto na mesma data na Americana fornecedor Inga Printing Shop e acabou vindo 10 dias antes
2,mas esta demorando muito desta vez.
1,O produto foi entregue porém a atualização do status de onde ele estava ou se já tinha sido enviado não aconteceu. Recebi mas de surpresa pq o app não me atualizou de nada sobre o status da compra
1,"nem um pouco satisfeito pois compramos os produtos,não chegou na data prevista,estamos bastante chateados com o site,precisamos de uma resposta urgente de vocês????????? "
1,Pela segunda vesz que eu compro um produto e voces não cumprem como esta no site.
4,Sempre muito bem atendida!
5,"Gostei, como na foto"
5,O produto é nota 10.
4,A caixa veio com a ponta um pouco amassada mas acredito que não tenha atingido o produto.    Entrega dentro do prazo. Gostei. Se continuar assim recomendarei mais e mais.
5,Ótimo produto.
1,Os seis shampoos a seco que recebi e que compunham o kit que comprei estão vencidos. A data de validade em cada um deles é 06/2018. Solicito ressarcimento do valor pago.
2,otimo
1,"O produto não veio em embalagem do fabricante, tudo leva a crer que é falsificado. Irei retornar. "
1,minha mercadoria veio errado como vcs vao resolver o meu problema
5,Não tinha mais a cor que eu tinha comprado e a moça entrou em contato comigo para perguntar se poderia enviar de outra cor. Muito atenciosa. Recomendo.
5,Entrega ok.  Produto de boa qualidade !
4,"A questão de recomendação é muito particular e própria de cada pessoa, por isso não a faço por questão de foro íntimo. Kotosun."
5,Chegou bem antes do esperado 
5,Produto muito bom e com material resistente.
5,Produto bom e entregue no prazo
1,"O produto não funciona, demora demais par o envio e depois para resolver a devolução "
1,"Site dos correios informa que foi entregue, porém o produto não foi entregue."
